state,pollster,pop,vtype,method,begmm,begdd,begyy,endmm,enddd,endyy,trump,clinton,other,undecided,Begdate,Enddate,Middate
1723,WI,Monmouth University,,Likely Voters,Live Phone,10,15,2016,10,18,2016,40.0,47.0,8.0,5.0,,,
1724,WI,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,44.0,48.0,0.0,8.0,,,
1725,WI,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,38.0,43.0,16.0,3.0,,,
1726,WI,St Norbert,,Likely Voters,Live Phone,10,13,2016,10,16,2016,39.0,47.0,12.0,2.0,,,
1727,WI,Marquette Law School,,Likely Voters,Live Phone,10,6,2016,10,9,2016,42.0,46.0,11.0,1.0,,,
1728,WI,Marquette Law School,,Likely Voters,Live Phone,10,6,2016,10,9,2016,37.0,44.0,18.0,1.0,,,
1729,WI,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,42.0,46.0,0.0,12.0,,,
1730,WI,Loras College,,Likely Voters,Live Phone,10,4,2016,10,5,2016,37.0,47.0,14.0,2.0,,,
1731,WI,Loras College,,Likely Voters,Live Phone,10,4,2016,10,5,2016,35.0,43.0,19.0,3.0,,,
1732,WI,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,46.0,51.0,,,,,
1733,WI,CBS/YouGov,,Likely Voters,Internet,10,5,2016,10,7,2016,39.0,43.0,7.0,11.0,,,
1734,WI,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,47.0,50.0,,,,,
1735,WI,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,42.0,42.0,0.0,16.0,,,
1736,WI,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,46.0,50.0,,,,,
1737,WI,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,41.0,41.0,0.0,18.0,,,
1738,WI,Marquette Law School,,Likely Voters,Live Phone,9,15,2016,9,18,2016,42.0,44.0,13.0,1.0,,,
1739,WI,Marquette Law School,,Likely Voters,Live Phone,9,15,2016,9,18,2016,38.0,41.0,20.0,1.0,,,
1740,WI,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,40.0,43.0,0.0,17.0,,,
1741,WI,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,44.0,46.0,-1.0,11.0,,,
1742,WI,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,37.0,39.0,17.0,7.0,,,
1743,WI,PPP (D-NELP) ,,Likely Voters,IVR/Online,8,26,2016,8,27,2016,41.0,48.0,-1.0,12.0,,,
1744,WI,Marquette Law School,,Likely Voters,Live Phone,8,25,2016,8,28,2016,42.0,45.0,12.0,1.0,,,
1745,WI,Marquette Law School,,Likely Voters,Live Phone,8,25,2016,8,28,2016,38.0,41.0,20.0,1.0,,,
1746,WI,Monmouth University,,Likely Voters,Live Phone,8,27,2016,8,30,2016,38.0,43.0,11.0,8.0,,,
1747,WI,Marquette Law School,,Likely Voters,Live Phone,8,4,2016,8,7,2016,37.0,52.0,11.0,0.0,,,
1748,WI,Marquette Law School,,Likely Voters,Live Phone,8,4,2016,8,7,2016,34.0,47.0,19.0,0.0,,,
1749,WI,Marquette Law School,,Likely Voters,Live Phone,7,7,2016,7,10,2016,41.0,45.0,10.0,4.0,,,
1750,WI,Marquette Law School,,Likely Voters,Live Phone,7,7,2016,7,10,2016,37.0,43.0,19.0,1.0,,,
1751,WI,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,36.0,47.0,7.0,10.0,,,
1752,WI,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,32.0,44.0,19.0,5.0,,,
1753,WI,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,,Likely Voters,IVR/Online,6,22,2016,6,23,2016,39.0,47.0,0.0,14.0,,,
1754,WI,CBS/YouGov,,Likely Voters,Internet,6,21,2016,6,24,2016,36.0,41.0,12.0,11.0,,,
1755,WI,Marquette Law School,,Likely Voters,Live Phone,6,9,2016,6,12,2016,37.0,46.0,17.0,0.0,,,
1756,WI,Public Opinion Strategies (R)/Federation for Children,,Likely Voters,Live Phone,5,10,2016,5,12,2016,31.0,43.0,,,,,
1757,WI,St Norbert/WPR/WPTV,,Registered Voters,Live Phone,4,12,2016,4,15,2016,34.0,46.0,11.0,9.0,,,
1758,WI,Emerson College Polling Society,,Likely Voters,Automated Phone,3,30,2016,4,3,2016,37.0,47.0,-1.0,17.0,,,
1759,WI,Fox News,,Likely Voters,Live Phone,3,28,2016,3,30,2016,35.0,49.0,13.0,3.0,,,
1760,WI,Marquette Law School,,Registered Voters,Live Phone,3,24,2016,3,28,2016,37.0,47.0,15.0,1.0,,,
1761,WI,Marquette Law School,,Registered Voters,Live Phone,2,18,2016,2,21,2016,37.0,48.0,14.0,1.0,,,
1762,WI,Marquette Law School,,Registered Voters,Live Phone,1,21,2016,1,24,2016,38.0,47.0,14.0,1.0,,,
1763,WI,Marquette Law School,,Registered Voters,Live Phone,11,12,2015,11,15,2015,38.0,48.0,13.0,1.0,,,
1764,WI,St Norbert/WPR/WPTV,,Registered Voters,Live Phone,10,14,2015,10,17,2015,39.0,50.0,8.0,3.0,,,
1765,WI,Marquette Law School,,Registered Voters,Live Phone,9,24,2015,9,28,2015,36.0,50.0,13.0,1.0,,,
1766,WI,Marquette Law School,,Registered Voters,Live Phone,8,13,2015,8,16,2015,35.0,51.0,13.0,1.0,,,
1767,PA,CBS/YouGov,,Likely Voters,Internet,11,3,2016,11,5,2016,43.0,45.0,8.0,4.0,,,
1768,PA,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,11,1,2016,11,2,2016,45.0,46.0,6.0,3.0,,,
1769,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,10,30,2016,11,4,2016,42.0,48.0,7.0,3.0,,,
1770,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,10,30,2016,11,4,2016,40.0,44.0,11.0,5.0,,,
1771,PA,Gravis Marketing/Breitbart,,Registered Voters,IVR/Online,11,1,2016,11,2,2016,45.0,47.0,5.0,3.0,,,
1772,PA,PPP (D-Center for American Progress Action Fund),,Likely Voters,IVR/Online,10,31,2016,11,1,2016,44.0,48.0,0.0,8.0,,,
1773,PA,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,17,2016,39.0,45.0,8.0,8.0,,,
1774,PA,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,17,2016,38.0,45.0,10.0,7.0,,,
1775,PA,Quinnipiac,,Likely Voters,Live Phone,10,27,2016,11,1,2016,43.0,48.0,7.0,2.0,,,
1776,PA,Quinnipiac,,Likely Voters,Live Phone,10,27,2016,11,1,2016,44.0,50.0,2.0,4.0,,,
1777,PA,Monmouth University,,Likely Voters,Live Phone,10,29,2016,11,1,2016,44.0,48.0,5.0,3.0,,,
1778,PA,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,44.0,48.0,8.0,0.0,,,
1779,PA,CNN,,Likely Voters,Live Phone,10,27,2016,11,1,2016,46.0,51.0,3.0,0.0,,,
1780,PA,Susquehanna (R)/ABC27 News,,Likely Voters,IVR/Live Phone,10,31,2016,11,1,2016,43.0,45.0,11.0,1.0,,,
1781,PA,Franklin and Marshall College,,Likely Voters,Live Phone/Online,10,26,2016,10,30,2016,38.0,49.0,6.0,7.0,,,
1782,PA,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,30,2016,10,30,2016,43.0,45.0,6.0,6.0,,,
1783,PA,CBS/YouGov,,Likely Voters,Internet,10,26,2016,10,28,2016,40.0,48.0,12.0,0.0,,,
1784,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,10,20,2016,10,26,2016,41.0,46.0,10.0,3.0,,,
1785,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,10,20,2016,10,26,2016,39.0,45.0,13.0,3.0,,,
1786,PA,NYT Upshot/Siena,,Likely Voters,Live Phone,10,23,2016,10,25,2016,39.0,46.0,10.0,5.0,,,
1787,PA,NYT Upshot/Siena,,Likely Voters,Live Phone,10,23,2016,10,25,2016,42.0,49.0,4.0,5.0,,,
1788,PA,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,20,2016,10,22,2016,42.0,45.0,6.0,7.0,,,
1789,PA,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,46.0,50.0,,,,,
1790,PA,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,42.0,51.0,0.0,7.0,,,
1791,PA,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,40.0,46.0,11.0,3.0,,,
1792,PA,Lucid/The Times-Picayune,,Likely Voters,Internet,10,7,2016,10,10,2016,38.0,47.0,8.0,7.0,,,
1793,PA,Quinnipiac,,Likely Voters,Live Phone,10,10,2016,10,16,2016,41.0,47.0,8.0,4.0,,,
1794,PA,Quinnipiac,,Likely Voters,Live Phone,10,10,2016,10,16,2016,45.0,51.0,0.0,4.0,,,
1795,PA,Bloomberg/Selzer,,Likely Voters,Live Phone,10,7,2016,10,11,2016,42.0,51.0,5.0,2.0,,,
1796,PA,Bloomberg/Selzer,,Likely Voters,Live Phone,10,7,2016,10,11,2016,39.0,48.0,12.0,1.0,,,
1797,PA,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,43.0,49.0,0.0,8.0,,,
1798,PA,Susquehanna (R)/ABC27 News,,Likely Voters,IVR/Live Phone,10,4,2016,10,9,2016,40.0,44.0,16.0,0.0,,,
1799,PA,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,47.0,49.0,,,,,
1800,PA,CBS/YouGov,,Likely Voters,Internet,10,5,2016,10,7,2016,40.0,48.0,12.0,0.0,,,
1801,PA,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,3,2016,10,6,2016,39.0,51.0,7.0,3.0,,,
1802,PA,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,3,2016,10,6,2016,37.0,49.0,11.0,3.0,,,
1803,PA,Monmouth University,,Likely Voters,Live Phone,9,30,2016,10,3,2016,40.0,50.0,8.0,2.0,,,
1804,PA,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,50.0,46.0,,,,,
1805,PA,Franklin and Marshall College,,Registered Voters,Live Phone/Online,9,28,2016,10,2,2016,36.0,48.0,9.0,7.0,,,
1806,PA,Franklin and Marshall College,,Likely Voters,Live Phone/Online,9,28,2016,10,2,2016,38.0,47.0,6.0,9.0,,,
1807,PA,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,42.0,45.0,0.0,13.0,,,
1808,PA,Quinnipiac,,Likely Voters,Live Phone,9,27,2016,10,2,2016,41.0,45.0,8.0,6.0,,,
1809,PA,Quinnipiac,,Likely Voters,Live Phone,9,27,2016,10,2,2016,43.0,48.0,1.0,8.0,,,
1810,PA,PPP (D-Vote Vets Action Fund),,Likely Voters,IVR/Online,9,27,2016,9,28,2016,39.0,45.0,8.0,8.0,,,
1811,PA,PPP (D-Vote Vets Action Fund),,Likely Voters,IVR/Online,9,27,2016,9,28,2016,44.0,49.0,1.0,6.0,,,
1812,PA,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,48.0,47.0,,,,,
1813,PA,Mercyhurst University,,Registered Voters,Live Phone,9,12,2016,9,23,2016,41.0,42.0,15.0,2.0,,,
1814,PA,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,46.0,46.0,0.0,8.0,,,
1815,PA,CNN,,Likely Voters,Live Phone,9,20,2016,9,25,2016,44.0,45.0,11.0,0.0,,,
1816,PA,CNN,,Likely Voters,Live Phone,9,20,2016,9,25,2016,47.0,50.0,3.0,0.0,,,
1817,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,9,19,2016,9,23,2016,41.0,44.0,11.0,4.0,,,
1818,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,9,19,2016,9,23,2016,38.0,40.0,16.0,6.0,,,
1819,PA,GQR (D-Democracy Corps/WVWV),,Likely Voters,Live Phone,9,10,2016,9,19,2016,38.0,46.0,13.0,3.0,,,
1820,PA,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,44.0,46.0,0.0,10.0,,,
1821,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,9,12,2016,9,16,2016,38.0,47.0,11.0,4.0,,,
1822,PA,Muhlenberg/Morning Call,,Likely Voters,Live Phone,9,12,2016,9,16,2016,32.0,40.0,21.0,7.0,,,
1823,PA,Quinnipiac,,Likely Voters,Live Phone,8,29,2016,9,7,2016,43.0,48.0,4.0,5.0,,,
1824,PA,Quinnipiac,,Likely Voters,Live Phone,8,29,2016,9,7,2016,39.0,44.0,13.0,4.0,,,
1825,PA,PPP (D- Constitutional Responsibility Project),,Likely Voters,IVR/Online,8,30,2016,8,31,2016,42.0,47.0,0.0,11.0,,,
1826,PA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,43.0,47.0,0.0,10.0,,,
1827,PA,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,38.0,41.0,16.0,5.0,,,
1828,PA,CBS/YouGov,,Likely Voters,Internet,8,30,2016,9,2,2016,37.0,45.0,18.0,0.0,,,
1829,PA,PPP (D-NELP),,Likely Voters,IVR/Online,8,26,2016,8,27,2016,43.0,48.0,0.0,9.0,,,
1830,PA,Franklin and Marshall College,,Likely Voters,Live Phone/Online,8,25,2016,8,29,2016,40.0,47.0,6.0,7.0,,,
1831,PA,Franklin and Marshall College,,Registered Voters,Live Phone/Online,8,25,2016,8,29,2016,38.0,41.0,8.0,13.0,,,
1832,PA,Monmouth University,,Likely Voters,Live Phone,8,26,2016,8,29,2016,40.0,48.0,8.0,4.0,,,
1833,PA,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,3,2016,8,7,2016,37.0,48.0,9.0,6.0,,,
1834,PA,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,3,2016,8,7,2016,36.0,45.0,13.0,6.0,,,
1835,PA,Quinnipiac,,Likely Voters,Live Phone,7,30,2016,8,7,2016,42.0,52.0,1.0,5.0,,,
1836,PA,Quinnipiac,,Likely Voters,Live Phone,7,30,2016,8,7,2016,39.0,48.0,10.0,3.0,,,
1837,PA,Susquehanna (R)/ABC27 News,,Likely Voters,IVR/Live Phone,7,31,2016,8,4,2016,37.0,47.0,15.0,1.0,,,
1838,PA,Susquehanna (R)/ABC27 News,,Likely Voters,IVR/Live Phone,7,31,2016,8,4,2016,37.0,46.0,16.0,1.0,,,
1839,PA,Franklin and Marshall College,,Likely Voters,Live Phone/Online,7,29,2016,8,1,2016,38.0,49.0,5.0,8.0,,,
1840,PA,Franklin and Marshall College,,Registered Voters,Live Phone/Online,7,29,2016,8,1,2016,34.0,47.0,9.0,10.0,,,
1841,PA,PPP (D),,Likely Voters,IVR/Online,7,29,2016,7,31,2016,42.0,45.0,5.0,8.0,,,
1842,PA,PPP (D),,Likely Voters,IVR/Online,7,29,2016,7,31,2016,45.0,49.0,1.0,5.0,,,
1843,PA,Suffolk,,Likely Voters,Live Phone,7,25,2016,7,27,2016,41.0,50.0,8.0,1.0,,,
1844,PA,Suffolk,,Likely Voters,Live Phone,7,25,2016,7,27,2016,37.0,46.0,16.0,1.0,,,
1845,PA,Gravis Marketing/OANN,,Registered Voters,Automated Phone,6,27,2016,6,28,2016,47.0,48.0,,,,,
1846,PA,NBC/WSJ/Marist,,Registered Voters,Live Phone,7,5,2016,7,10,2016,36.0,45.0,13.0,6.0,,,
1847,PA,NBC/WSJ/Marist,,Registered Voters,Live Phone,7,5,2016,7,10,2016,35.0,43.0,13.0,9.0,,,
1848,PA,Quinnipiac,,Registered Voters,Live Phone,6,30,2016,7,11,2016,43.0,41.0,9.0,7.0,,,
1849,PA,Quinnipiac,,Registered Voters,Live Phone,6,30,2016,7,11,2016,40.0,34.0,18.0,8.0,,,
1850,PA,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,39.0,49.0,7.0,5.0,,,
1851,PA,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,32.0,45.0,18.0,5.0,,,
1852,PA,PPP (D-Americans United for Change/Constitutional Responsibility Project) ,,Likely Voters,IVR/Online,6,22,2016,6,23,2016,42.0,46.0,1.0,11.0,,,
1853,PA,Quinnipiac,,Registered Voters,Live Phone,6,8,2016,6,19,2016,41.0,42.0,10.0,7.0,,,
1854,PA,Quinnipiac,,Registered Voters,Live Phone,6,8,2016,6,19,2016,36.0,39.0,17.0,8.0,,,
1855,PA,PPP (D),,Likely Voters,IVR/Online,6,3,2016,6,5,2016,40.0,41.0,8.0,11.0,,,
1856,PA,Quinnipiac,,Registered Voters,Live Phone,4,27,2016,5,8,2016,42.0,43.0,10.0,5.0,,,
1857,PA,NBC/WSJ/Marist,,Registered Voters,Live Phone,4,18,2016,4,20,2016,39.0,54.0,0.0,7.0,,,
1858,PA,Fox News,,Likely Voters,Live Phone,4,4,2016,4,7,2016,44.0,44.0,8.0,4.0,,,
1859,PA,Quinnipiac,,Likely Voters,Live Phone,3,30,2016,4,4,2016,42.0,45.0,9.0,4.0,,,
1860,PA,Franklin and Marshall College,,Registered Voters,Live Phone/Online,3,14,2016,3,20,2016,33.0,46.0,11.0,10.0,,,
1861,PA,Mercyhurst University,,Registered Voters,Live Phone,3,1,2016,3,11,2016,35.0,43.0,21.0,1.0,,,
1862,PA,Harper (R),,Likely Voters,Automated Phone,3,1,2016,3,2,2016,40.0,45.0,0.0,15.0,,,
1863,PA,PPP (D),,Likely Voters,IVR/Online,10,8,2015,10,11,2015,45.0,43.0,-1.0,13.0,,,
1864,PA,Quinnipiac,,Registered Voters,Live Phone,9,25,2015,10,5,2015,42.0,44.0,11.0,3.0,,,
1865,PA,Quinnipiac,,Registered Voters,Live Phone,8,7,2015,8,18,2015,40.0,45.0,12.0,3.0,,,
1866,OH,TargetSmart/William & Mary,,Likely Voters,Live Phone/Online,10,31,2016,11,3,2016,43.0,40.0,16.0,1.0,,,
1867,OH,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,11,1,2016,11,2,2016,45.0,44.0,8.0,3.0,,,
1868,OH,Columbus Dispatch,,Likely Voters,Mail,10,27,2016,11,5,2016,47.0,48.0,,,,,
1869,OH,CBS/YouGov,,Likely Voters,Internet,11,2,2016,11,4,2016,46.0,45.0,9.0,0.0,,,
1870,OH,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,12,2016,41.0,44.0,9.0,6.0,,,
1871,OH,Ipsos/Reuters,,Likely Voters,Internet,10,6,2016,10,12,2016,39.0,43.0,13.0,5.0,,,
1872,OH,Quinnipiac,,Likely Voters,Live Phone,10,27,2016,11,1,2016,46.0,41.0,8.0,5.0,,,
1873,OH,Quinnipiac,,Likely Voters,Live Phone,10,27,2016,11,1,2016,47.0,44.0,2.0,7.0,,,
1874,OH,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,30,2016,10,30,2016,48.0,43.0,4.0,5.0,,,
1875,OH,Remington Research Group (R)/Axiom Strategies,,Likely Voters,IVR/Live Phone,10,20,2016,10,22,2016,46.0,42.0,6.0,6.0,,,
1876,OH,Lucid/The Times-Picayune,,Likely Voters,Internet,10,7,2016,10,10,2016,39.0,44.0,8.0,9.0,,,
1877,OH,UPI/CVOTER,,Likely Voters,Internet,10,9,2016,10,16,2016,46.0,50.0,,,,,
1878,OH,Suffolk,,Likely Voters,Live Phone,10,17,2016,10,19,2016,45.0,45.0,9.0,1.0,,,
1879,OH,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,48.0,46.0,0.0,6.0,,,
1880,OH,WashPost/SurveyMonkey,,Likely Voters,Internet,10,8,2016,10,16,2016,44.0,41.0,13.0,2.0,,,
1881,OH,Quinnipiac,,Likely Voters,Live Phone,10,10,2016,10,16,2016,45.0,45.0,8.0,2.0,,,
1882,OH,Quinnipiac,,Likely Voters,Live Phone,10,10,2016,10,16,2016,48.0,47.0,1.0,4.0,,,
1883,OH,CNN,,Likely Voters,Live Phone,10,10,2016,10,15,2016,48.0,44.0,8.0,0.0,,,
1884,OH,CNN,,Likely Voters,Live Phone,10,10,2016,10,15,2016,50.0,47.0,3.0,0.0,,,
1885,OH,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,10,2016,10,12,2016,45.0,45.0,7.0,3.0,,,
1886,OH,NBC/WSJ/Marist,,Likely Voters,Live Phone,10,10,2016,10,12,2016,42.0,41.0,14.0,3.0,,,
1887,OH,Baldwin Wallace University,,Likely Voters,Internet,10,9,2016,10,11,2016,38.0,48.0,0.0,14.0,,,
1888,OH,Baldwin Wallace University,,Likely Voters,Internet,10,9,2016,10,11,2016,34.0,43.0,13.0,10.0,,,
1889,OH,Ipsos/Reuters,,Likely Voters,Internet,9,16,2016,10,6,2016,43.0,46.0,0.0,11.0,,,
1890,OH,UPI/CVOTER,,Likely Voters,Internet,10,2,2016,10,9,2016,46.0,50.0,,,,,
1891,OH,CBS/YouGov,,Likely Voters,Internet,10,5,2016,10,7,2016,42.0,46.0,12.0,0.0,,,
1892,OH,TargetSmart/William & Mary,,Likely Voters,Live Phone/Online,10,3,2016,10,6,2016,40.0,43.0,15.0,2.0,,,
1893,OH,TargetSmart/William & Mary,,Likely Voters,Live Phone/Online,10,3,2016,10,6,2016,43.0,46.0,4.0,7.0,,,
1894,OH,PPP (D),,Likely Voters,IVR/Online,10,5,2016,10,6,2016,43.0,44.0,7.0,6.0,,,
1895,OH,PPP (D),,Likely Voters,IVR/Online,10,5,2016,10,6,2016,47.0,48.0,1.0,4.0,,,
1896,OH,Anzalone (D-Ohio Education Association),,Likely Voters,Live Phone,9,27,2016,10,2,2016,42.0,44.0,10.0,4.0,,,
1897,OH,Anzalone (D-Ohio Education Association),,Likely Voters,Live Phone,9,27,2016,10,2,2016,44.0,46.0,5.0,5.0,,,
1898,OH,Monmouth University,,Likely Voters,Live Phone,10,1,2016,10,4,2016,42.0,44.0,8.0,6.0,,,
1899,OH,UPI/CVOTER,,Likely Voters,Internet,9,19,2016,10,2,2016,49.0,48.0,,,,,
1900,OH,Ipsos/Reuters,,Likely Voters,Internet,9,9,2016,9,29,2016,43.0,44.0,0.0,13.0,,,
1901,OH,Quinnipiac,,Likely Voters,Live Phone,9,27,2016,10,2,2016,47.0,42.0,7.0,4.0,,,
1902,OH,Quinnipiac,,Likely Voters,Live Phone,9,27,2016,10,2,2016,49.0,46.0,1.0,4.0,,,
1903,OH,UPI/CVOTER,,Likely Voters,Internet,9,12,2016,9,25,2016,49.0,48.0,,,,,
1904,OH,TargetSmart/William & Mary,,Likely Voters,Live Phone/Online,9,15,2016,9,22,2016,37.0,40.0,21.0,2.0,,,
1905,OH,TargetSmart/William & Mary,,Likely Voters,Live Phone/Online,9,15,2016,9,22,2016,40.0,43.0,11.0,6.0,,,
1906,OH,Ipsos/Reuters,,Likely Voters,Internet,9,2,2016,9,22,2016,43.0,46.0,0.0,11.0,,,
1907,OH,GQR (D-Democracy Corps/WVWV),,Likely Voters,Live Phone,9,10,2016,9,19,2016,41.0,39.0,16.0,4.0,,,
1908,OH,Fox News,,Likely Voters,Live Phone,9,18,2016,9,20,2016,42.0,37.0,11.0,10.0,,,
1909,OH,Fox News,,Likely Voters,Live Phone,9,18,2016,9,20,2016,45.0,40.0,5.0,10.0,,,
1910,OH,Ipsos/Reuters,,Likely Voters,Internet,8,26,2016,9,15,2016,44.0,47.0,0.0,9.0,,,
1911,OH,Suffolk,,Likely Voters,Live Phone,9,12,2016,9,14,2016,42.0,39.0,18.0,1.0,,,
1912,OH,CNN,,Likely Voters,Live Phone,9,7,2016,9,12,2016,46.0,41.0,12.0,1.0,,,
1913,OH,CNN,,Likely Voters,Live Phone,9,7,2016,9,12,2016,50.0,46.0,4.0,0.0,,,
1914,OH,Bloomberg/Selzer,,Likely Voters,Live Phone,9,9,2016,9,12,2016,48.0,43.0,6.0,3.0,,,
1915,OH,Bloomberg/Selzer,,Likely Voters,Live Phone,9,9,2016,9,12,2016,44.0,39.0,13.0,4.0,,,
1916,OH,CBS/YouGov,,Likely Voters,Internet,9,7,2016,9,9,2016,39.0,46.0,15.0,0.0,,,
1917,OH,Quinnipiac,,Likely Voters,Live Phone,8,29,2016,9,7,2016,46.0,45.0,3.0,6.0,,,
1918,OH,Quinnipiac,,Likely Voters,Live Phone,8,29,2016,9,7,2016,41.0,37.0,17.0,5.0,,,
1919,OH,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,46.0,43.0,0.0,11.0,,,
1920,OH,WashPost/SurveyMonkey,,Registered Voters,Internet,8,9,2016,9,1,2016,40.0,37.0,16.0,7.0,,,
1921,OH,PPP (D-NELP) ,,Likely Voters,IVR/Online,8,26,2016,8,27,2016,42.0,46.0,0.0,12.0,,,
1922,OH,Monmouth University,,Likely Voters,Live Phone,8,18,2016,8,21,2016,39.0,43.0,10.0,8.0,,,
1923,OH,CBS/YouGov,,Likely Voters,Internet,8,17,2016,8,19,2016,40.0,46.0,14.0,0.0,,,
1924,OH,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,3,2016,8,7,2016,38.0,43.0,10.0,9.0,,,
1925,OH,NBC/WSJ/Marist,,Registered Voters,Live Phone,8,3,2016,8,7,2016,35.0,39.0,17.0,9.0,,,
1926,OH,Quinnipiac,,Likely Voters,Live Phone,7,30,2016,8,7,2016,45.0,49.0,2.0,4.0,,,
1927,OH,Quinnipiac,,Likely Voters,Live Phone,7,30,2016,8,7,2016,42.0,44.0,11.0,3.0,,,
1928,OH,RABA Research,,Likely Voters,Live Phone,6,22,2016,6,28,2016,38.0,41.0,10.0,11.0,,,
1929,OH,PPP (D),,Likely Voters,IVR/Online,7,22,2016,7,24,2016,42.0,39.0,9.0,10.0,,,
1930,OH,PPP (D),,Likely Voters,IVR/Online,7,22,2016,7,24,2016,45.0,45.0,0.0,10.0,,,
1931,OH,Suffolk,,Likely Voters,Live Phone,7,18,2016,7,20,2016,44.0,44.0,11.0,1.0,,,
1932,OH,Suffolk,,Likely Voters,Live Phone,7,18,2016,7,20,2016,39.0,43.0,17.0,1.0,,,
1933,OH,Gravis Marketing/OANN,,Registered Voters,Automated Phone,6,27,2016,6,28,2016,47.0,46.0,,,,,
1934,OH,CBS/YouGov,,Likely Voters,Internet,7,13,2016,7,15,2016,40.0,44.0,16.0,0.0,,,
1935,OH,NBC/WSJ/Marist,,Registered Voters,Live Phone,7,5,2016,7,10,2016,39.0,39.0,12.0,10.0,,,
1936,OH,NBC/WSJ/Marist,,Registered Voters,Live Phone,7,5,2016,7,10,2016,35.0,38.0,15.0,12.0,,,
1937,OH,Quinnipiac,,Registered Voters,Live Phone,6,30,2016,7,11,2016,41.0,41.0,12.0,6.0,,,
1938,OH,Quinnipiac,,Registered Voters,Live Phone,6,30,2016,7,11,2016,37.0,36.0,18.0,9.0,,,
1939,OH,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,48.0,47.0,3.0,2.0,,,
1940,OH,GQR (D-Democracy Corps/Women's Voices Women Vote),,Likely Voters,Live Phone,6,11,2016,6,20,2016,41.0,41.0,14.0,4.0,,,
